year,state_name,state_code,district_name,district_code,csr_project_name,development_sector,company_name,cin,company_class,company_type,roc,company_category,listing_status,project_outlay_amount_in_lakhs,amount_spent_in_lakhs,log_amount_spent
1/1/2014,Jammu and Kashmir,1,Not Mentioned,0,Not Mentioned,Conservation Of Natural Resources,3m India Limited,L31300KA1987PLC013543,Public,Other than Govt. Companies,ROC-BANGALORE,Company limited by Shares,Listed,40.0,5.0,1.791759469228055
1/1/2014,Maharashtra,27,Not Mentioned,0,Not Mentioned,Education,3m India Limited,L31300KA1987PLC013543,Public,Other than Govt. Companies,ROC-BANGALORE,Company limited by Shares,Listed,24.0,20.0,3.044522437723423
1/1/2014,Karnataka,29,Not Mentioned,0,Not Mentioned,Education,3m India Limited,L31300KA1987PLC013543,Public,Other than Govt. Companies,ROC-BANGALORE,Company limited by Shares,Listed,24.0,20.0,3.044522437723423
1/1/2014,Karnataka,29,Not Mentioned,0,Not Mentioned,Women Empowerment,3m India Limited,L31300KA1987PLC013543,Public,Other than Govt. Companies,ROC-BANGALORE,Company limited by Shares,Listed,32.0,0.0,0.0
1/1/2014,Karnataka,29,Not Mentioned,0,Not Mentioned,Special Education,3m India Limited,L31300KA1987PLC013543,Public,Other than Govt. Companies,ROC-BANGALORE,Company limited by Shares,Listed,40.0,5.0,1.791759469228055
1/1/2014,Karnataka,29,Not Mentioned,0,Mobile Science Vans For Taking Education To Villages Science Centers For Disadvantaged Children Ni,Socio-Economic Inequalities,A.t.e. Enterprises Private Limited.,U51503MH2001PTC132921,Private,Other than Govt. Companies,ROC-MUMBAI,Company limited by Shares,Unlisted,3.0,3.0,1.3862943611198906
1/1/2014,Maharashtra,27,Not Mentioned,0,Science Workshops Exhibitions Lectures Publications,Education,A.t.e. Enterprises Private Limited.,U51503MH2001PTC132921,Private,Other than Govt. Companies,ROC-MUMBAI,Company limited by Shares,Unlisted,1.0,1.0,0.6931471805599453
1/1/2014,Maharashtra,27,Not Mentioned,0,Institutes Providing Education In The Fields Of Medical Management And It Ymt Ayurveidic Medical C,Education,A.t.e. Enterprises Private Limited.,U51503MH2001PTC132921,Private,Other than Govt. Companies,ROC-MUMBAI,Company limited by Shares,Unlisted,20.0,20.0,3.044522437723423
1/1/2014,Maharashtra,27,Not Mentioned,0,Cancer Prevention Tree Plantation And Education,Health Care,A.t.e. Enterprises Private Limited.,U51503MH2001PTC132921,Private,Other than Govt. Companies,ROC-MUMBAI,Company limited by Shares,Unlisted,1.0,1.0,0.6931471805599453
1/1/2014,Maharashtra,27,Not Mentioned,0,Merit Cum Scolarship For  Students Through Protins Food And Nutrition Develoment Of India,Education,Aak Kamani Private Limited,U15140MH2002PTC137681,Private,Other than Govt. Companies,ROC-MUMBAI,Company limited by Shares,Unlisted,0.0,0.0,0.0
1/1/2014,Maharashtra,27,Not Mentioned,0,Development Support To Disabled People Through Mba Foundation,Education,Aak Kamani Private Limited,U15140MH2002PTC137681,Private,Other than Govt. Companies,ROC-MUMBAI,Company limited by Shares,Unlisted,8.0,8.0,2.1972245773362196
1/1/2014,Maharashtra,27,Not Mentioned,0,Merit Cum Scolarship For  Students At Institute Of Chemical Technology,Education,Aak Kamani Private Limited,U15140MH2002PTC137681,Private,Other than Govt. Companies,ROC-MUMBAI,Company limited by Shares,Unlisted,1.0,1.0,0.6931471805599453
1/1/2014,Maharashtra,27,Not Mentioned,0,Sewing Machines To Pratima Samajik Sanstha For Distributing To Poor And Needy Ladies,Women Empowerment,Aak Kamani Private Limited,U15140MH2002PTC137681,Private,Other than Govt. Companies,ROC-MUMBAI,Company limited by Shares,Unlisted,0.0,0.0,0.0
1/1/2014,All India,0,Not Mentioned,0,Not Mentioned,Not Mentioned,Aarbee Structures Private Limited,U74210KA2005PTC036409,Private,Other than Govt. Companies,ROC-BANGALORE,Company limited by Shares,Unlisted,0.0,0.0,0.0
1/1/2014,All India,0,Not Mentioned,0,Not Mentioned,Rural Development Projects,Aarti Drugs Limited,L37060MH1984PLC055433,Public,Other than Govt. Companies,ROC-MUMBAI,Company limited by Shares,Listed,121.0,105.0,4.663439094112067
1/1/2014,Jammu and Kashmir,1,Not Mentioned,0,Relief  Rehabilitation,Environmental Sustainability,Aarti Industries Ltd,L24110GJ1984PLC007301,Public,Other than Govt. Companies,ROC-AHMEDABAD,Company limited by Shares,Listed,27.0,27.0,3.332204510175204
1/1/2014,All India,0,Not Mentioned,0,Not Mentioned,Rural Development Projects,Aarti Industries Ltd,L24110GJ1984PLC007301,Public,Other than Govt. Companies,ROC-AHMEDABAD,Company limited by Shares,Listed,166.3,122.0,4.812184355372417
1/1/2014,Maharashtra,27,Not Mentioned,0,Community Township And Livelihood Opportunities,"Poverty, Eradicating Hunger, Malnutrition",Aarti Industries Ltd,L24110GJ1984PLC007301,Public,Other than Govt. Companies,ROC-AHMEDABAD,Company limited by Shares,Listed,30.0,30.0,3.4339872044851463
1/1/2014,Not Mentioned,99,Not Mentioned,0,Not Mentioned,Not Mentioned,Abb India Limited,L32202KA1949PLC032923,Public,Other than Govt. Companies,ROC-BANGALORE,Company limited by Shares,Listed,0.0,0.0,0.0
1/1/2014,All India,0,Not Mentioned,0,Environment Animal Welfare Conservation Of Resources,Environmental Sustainability,Acc Limited,L26940MH1936PLC002515,Public,Other than Govt. Companies,ROC-MUMBAI,Company limited by Shares,Listed,166.3,122.0,4.812184355372417
1/1/2014,All India,0,Not Mentioned,0,Heritage Art And Culture,Art And Culture,Acc Limited,L26940MH1936PLC002515,Public,Other than Govt. Companies,ROC-MUMBAI,Company limited by Shares,Listed,94.0,94.0,4.553876891600541
1/1/2014,All India,0,Not Mentioned,0,Education Differently Abled Livelihood,Education,Acc Limited,L26940MH1936PLC002515,Public,Other than Govt. Companies,ROC-MUMBAI,Company limited by Shares,Listed,166.3,122.0,4.812184355372417
1/1/2014,All India,0,Not Mentioned,0,Education Differently Abled Livelihood,Education,Acc Limited,L26940MH1936PLC002515,Public,Other than Govt. Companies,ROC-MUMBAI,Company limited by Shares,Listed,38.0,38.0,3.6635616461296463
1/1/2014,All India,0,Not Mentioned,0,Education Differently Abled Livelihood,Education,Acc Limited,L26940MH1936PLC002515,Public,Other than Govt. Companies,ROC-MUMBAI,Company limited by Shares,Listed,166.3,122.0,4.812184355372417
1/1/2014,All India,0,Not Mentioned,0,Education Differently Abled Livelihood,Education,Acc Limited,L26940MH1936PLC002515,Public,Other than Govt. Companies,ROC-MUMBAI,Company limited by Shares,Listed,166.3,122.0,4.812184355372417
1/1/2014,All India,0,Not Mentioned,0,Gender Equality Women Empowerment Old Age Homes Reducing Inequalities,Women Empowerment,Acc Limited,L26940MH1936PLC002515,Public,Other than Govt. Companies,ROC-MUMBAI,Company limited by Shares,Listed,166.3,122.0,4.812184355372417
1/1/2014,All India,0,Not Mentioned,0,Health Eradicating Hunger Poverty And Malnutrition Safe Drinking Water Sanitation,Sanitation,Acc Limited,L26940MH1936PLC002515,Public,Other than Govt. Companies,ROC-MUMBAI,Company limited by Shares,Listed,166.3,122.0,4.812184355372417
1/1/2014,All India,0,Not Mentioned,0,Health Eradicating Hunger Poverty And Malnutrition Safe Drinking Water Sanitation,Health Care,Acc Limited,L26940MH1936PLC002515,Public,Other than Govt. Companies,ROC-MUMBAI,Company limited by Shares,Listed,166.3,122.0,4.812184355372417
1/1/2014,Gujarat,24,Bhavnagar,443,RotaryAcrysil Child Educare Project,Health Care,Acrysil Limited,L26914MH1987PLC042283,Public,Other than Govt. Companies,ROC-MUMBAI,Company limited by Shares,Listed,12.0,12.0,2.5649493574615367
1/1/2014,Gujarat,24,Not Mentioned,0,Rural Development Project,Rural Development Projects,Adani Enterprises Limited,L51100GJ1993PLC019067,Public,Other than Govt. Companies,ROC-AHMEDABAD,Company limited by Shares,Listed,11.0,11.0,2.4849066497880004
1/1/2014,Gujarat,24,Prayagraj,438,Adani Vidya Mandir,Education,Adani Enterprises Limited,L51100GJ1993PLC019067,Public,Other than Govt. Companies,ROC-AHMEDABAD,Company limited by Shares,Listed,166.3,122.0,4.812184355372417
1/1/2014,Gujarat,24,Prayagraj,438,Project Udaan,Education,Adani Enterprises Limited,L51100GJ1993PLC019067,Public,Other than Govt. Companies,ROC-AHMEDABAD,Company limited by Shares,Listed,20.0,20.0,3.044522437723423
1/1/2014,Gujarat,24,Not Mentioned,0,Promoting Health Care,Health Care,Adani Enterprises Limited,L51100GJ1993PLC019067,Public,Other than Govt. Companies,ROC-AHMEDABAD,Company limited by Shares,Listed,1.0,1.0,0.6931471805599453
1/1/2014,All India,0,Not Mentioned,0,Not Mentioned,Not Mentioned,Adani Ports And Special Economic Zone Limited,L63090GJ1998PLC034182,Public,Other than Govt. Companies,ROC-AHMEDABAD,Company limited by Shares,Listed,0.0,122.0,4.812184355372417
1/1/2014,All India,0,Not Mentioned,0,Not Mentioned,Not Mentioned,Adf Foods Limited,L15400GJ1990PLC014265,Public,Other than Govt. Companies,ROC-AHMEDABAD,Company limited by Shares,Listed,0.0,0.0,0.0
1/1/2014,Not Mentioned,99,Not Mentioned,0,Not Mentioned,Not Mentioned,Aditya Birla Fashion And Retail Limited,L18101MH2007PLC233901,Public,Other than Govt. Companies,ROC-MUMBAI,Company limited by Shares,Listed,0.0,0.0,0.0
1/1/2014,All India,0,Not Mentioned,0,Education Differently Abled Livelihood,Not Mentioned,Aditya Birla Nuvo Limited,L17199GJ1956PLC001107,Public,Other than Govt. Companies,ROC-AHMEDABAD,Company limited by Shares,Listed,61.0,61.0,4.127134385045092
1/1/2014,All India,0,Not Mentioned,0,Any Other Fund,Not Mentioned,Aditya Birla Nuvo Limited,L17199GJ1956PLC001107,Public,Other than Govt. Companies,ROC-AHMEDABAD,Company limited by Shares,Listed,89.0,89.0,4.499809670330265
1/1/2014,All India,0,Not Mentioned,0,Any Other Fund,Not Mentioned,Aditya Birla Nuvo Limited,L17199GJ1956PLC001107,Public,Other than Govt. Companies,ROC-AHMEDABAD,Company limited by Shares,Listed,20.0,20.0,3.044522437723423
1/1/2014,All India,0,Not Mentioned,0,Any Other Fund,Not Mentioned,Aditya Birla Nuvo Limited,L17199GJ1956PLC001107,Public,Other than Govt. Companies,ROC-AHMEDABAD,Company limited by Shares,Listed,2.0,2.0,1.0986122886681096
1/1/2014,All India,0,Not Mentioned,0,Gender Equality Women Empowerment Old Age Homes Reducing Inequalities,Not Mentioned,Aditya Birla Nuvo Limited,L17199GJ1956PLC001107,Public,Other than Govt. Companies,ROC-AHMEDABAD,Company limited by Shares,Listed,3.0,3.0,1.3862943611198906
1/1/2014,All India,0,Not Mentioned,0,Rural Development,Rural Development Projects,Aditya Birla Nuvo Limited,L17199GJ1956PLC001107,Public,Other than Govt. Companies,ROC-AHMEDABAD,Company limited by Shares,Listed,26.0,26.0,3.295836866004329
1/1/2014,All India,0,Not Mentioned,0,Health Eradicating Hunger Poverty And Malnutrition Safe Drinking Water Sanitation,Safe Drinking Water,Aditya Birla Nuvo Limited,L17199GJ1956PLC001107,Public,Other than Govt. Companies,ROC-AHMEDABAD,Company limited by Shares,Listed,166.3,122.0,4.812184355372417
1/1/2014,Gujarat,24,Not Mentioned,0,Heritage Art And Culture,Art And Culture,Aditya Birla Nuvo Limited,L17199GJ1956PLC001107,Public,Other than Govt. Companies,ROC-AHMEDABAD,Company limited by Shares,Listed,1.0,1.0,0.6931471805599453
1/1/2014,All India,0,Not Mentioned,0,Environment Animal Welfare Conservation Of Resources,Conservation Of Natural Resources,Aditya Birla Nuvo Limited,L17199GJ1956PLC001107,Public,Other than Govt. Companies,ROC-AHMEDABAD,Company limited by Shares,Listed,3.0,3.0,1.3862943611198906
1/1/2014,All India,0,Not Mentioned,0,Health Eradicating Hunger Poverty And Malnutrition Safe Drinking Water Sanitation,"Poverty, Eradicating Hunger, Malnutrition",Aditya Birla Nuvo Limited,L17199GJ1956PLC001107,Public,Other than Govt. Companies,ROC-AHMEDABAD,Company limited by Shares,Listed,4.0,4.0,1.6094379124341003
1/1/2014,All India,0,Not Mentioned,0,Environment Animal Welfare Conservation Of Resources,Animal Welfare,Aditya Birla Nuvo Limited,L17199GJ1956PLC001107,Public,Other than Govt. Companies,ROC-AHMEDABAD,Company limited by Shares,Listed,3.0,3.0,1.3862943611198906
1/1/2014,All India,0,Not Mentioned,0,Education Differently Abled Livelihood,Livelihood Enhancement Projects,Aditya Birla Nuvo Limited,L17199GJ1956PLC001107,Public,Other than Govt. Companies,ROC-AHMEDABAD,Company limited by Shares,Listed,9.0,9.0,2.302585092994046
1/1/2014,All India,0,Not Mentioned,0,Education Differently Abled Livelihood,Livelihood Enhancement Projects,Aditya Birla Nuvo Limited,L17199GJ1956PLC001107,Public,Other than Govt. Companies,ROC-AHMEDABAD,Company limited by Shares,Listed,1.0,1.0,0.6931471805599453
1/1/2014,All India,0,Not Mentioned,0,Health Eradicating Hunger Poverty And Malnutrition Safe Drinking Water Sanitation,Health Care,Aditya Birla Nuvo Limited,L17199GJ1956PLC001107,Public,Other than Govt. Companies,ROC-AHMEDABAD,Company limited by Shares,Listed,40.0,40.0,3.713572066704308
1/1/2014,All India,0,Not Mentioned,0,Health Eradicating Hunger Poverty And Malnutrition Safe Drinking Water Sanitation,Health Care,Aditya Birla Nuvo Limited,L17199GJ1956PLC001107,Public,Other than Govt. Companies,ROC-AHMEDABAD,Company limited by Shares,Listed,2.0,2.0,1.0986122886681096
1/1/2014,Gujarat,24,Not Mentioned,0,Health Eradicating Hunger Poverty And Malnutrition Safe Drinking Water Sanitation,Health Care,Aditya Birla Nuvo Limited,L17199GJ1956PLC001107,Public,Other than Govt. Companies,ROC-AHMEDABAD,Company limited by Shares,Listed,1.0,1.0,0.6931471805599453
1/1/2014,All India,0,Not Mentioned,0,Health Eradicating Hunger Poverty And Malnutrition Safe Drinking Water Sanitation,Health Care,Aditya Birla Nuvo Limited,L17199GJ1956PLC001107,Public,Other than Govt. Companies,ROC-AHMEDABAD,Company limited by Shares,Listed,0.0,0.0,0.0
1/1/2014,Karnataka,29,Not Mentioned,0,Not Mentioned,Socio-Economic Inequalities,Ador Fontech Limited,L31909KA1974PLC020010,Public,Other than Govt. Companies,ROC-BANGALORE,Company limited by Shares,Listed,1.0,1.0,0.6931471805599453
1/1/2014,Maharashtra,27,Not Mentioned,0,Not Mentioned,Education,Ador Fontech Limited,L31909KA1974PLC020010,Public,Other than Govt. Companies,ROC-BANGALORE,Company limited by Shares,Listed,2.0,2.0,1.0986122886681096
1/1/2014,Maharashtra,27,Not Mentioned,0,Not Mentioned,Livelihood Enhancement Projects,Ador Fontech Limited,L31909KA1974PLC020010,Public,Other than Govt. Companies,ROC-BANGALORE,Company limited by Shares,Listed,8.0,8.0,2.1972245773362196
1/1/2014,West Bengal,19,Not Mentioned,0,Ambuja Foundation Cin UWbGap,Vocational Skills,Ador Fontech Limited,L31909KA1974PLC020010,Public,Other than Govt. Companies,ROC-BANGALORE,Company limited by Shares,Listed,7.0,7.0,2.0794415416798357
1/1/2014,Maharashtra,27,Not Mentioned,0,Pratham Education Foundation Cin UMhNpl,Vocational Skills,Ador Fontech Limited,L31909KA1974PLC020010,Public,Other than Govt. Companies,ROC-BANGALORE,Company limited by Shares,Listed,10.0,10.0,2.3978952727983707
1/1/2014,Gujarat,24,Not Mentioned,0,Not Mentioned,Rural Development Projects,Aegis Logistics Limited,L63090GJ1956PLC001032,Public,Other than Govt. Companies,ROC-AHMEDABAD,Company limited by Shares,Listed,166.3,9.0,2.302585092994046
1/1/2014,All India,0,Not Mentioned,0,Not Mentioned,Not Mentioned,Ahluwalia Contracts (india) Limited,L45101DL1979PLC009654,Public,Other than Govt. Companies,ROC-DELHI,Company limited by Shares,Listed,0.0,0.0,0.0
1/1/2014,All India,0,Not Mentioned,0,Not Mentioned,Not Mentioned,Aia Engineering Limited,L29259GJ1991PLC015182,Public,Other than Govt. Companies,ROC-AHMEDABAD,Company limited by Shares,Listed,0.0,109.0,4.700480365792417
1/1/2014,All India,0,Not Mentioned,0,Social Educational Gv,Education,Ajanta Pharma Limited,L24230MH1979PLC022059,Public,Other than Govt. Companies,ROC-MUMBAI,Company limited by Shares,Listed,25.0,23.0,3.1780538303479458
1/1/2014,Maharashtra,27,Not Mentioned,0,School Renovation Facilities,Education,Ajanta Pharma Limited,L24230MH1979PLC022059,Public,Other than Govt. Companies,ROC-MUMBAI,Company limited by Shares,Listed,25.0,22.0,3.1354942159291497
1/1/2014,All India,0,Not Mentioned,0,Social Educational,Education,Ajanta Pharma Limited,L24230MH1979PLC022059,Public,Other than Govt. Companies,ROC-MUMBAI,Company limited by Shares,Listed,25.0,12.0,2.5649493574615367
1/1/2014,Maharashtra,27,Not Mentioned,0,Ambulance,Health Care,Ajanta Pharma Limited,L24230MH1979PLC022059,Public,Other than Govt. Companies,ROC-MUMBAI,Company limited by Shares,Listed,9.0,9.0,2.302585092994046
1/1/2014,Maharashtra,27,Not Mentioned,0,Family Planning Camps,Health Care,Ajanta Pharma Limited,L24230MH1979PLC022059,Public,Other than Govt. Companies,ROC-MUMBAI,Company limited by Shares,Listed,10.0,1.0,0.6931471805599453
1/1/2014,Himachal Pradesh,2,Not Mentioned,0,Charitable Hospital Facility Upgradation,Health Care,Ajanta Pharma Limited,L24230MH1979PLC022059,Public,Other than Govt. Companies,ROC-MUMBAI,Company limited by Shares,Listed,125.0,122.0,4.812184355372417
1/1/2014,Maharashtra,27,Not Mentioned,0,Hospital Charges For Needy Patients,Health Care,Ajanta Pharma Limited,L24230MH1979PLC022059,Public,Other than Govt. Companies,ROC-MUMBAI,Company limited by Shares,Listed,9.0,9.0,2.302585092994046
1/1/2014,Maharashtra,27,Not Mentioned,0,Eye Care  Cataract Surgeries Camps,Health Care,Ajanta Pharma Limited,L24230MH1979PLC022059,Public,Other than Govt. Companies,ROC-MUMBAI,Company limited by Shares,Listed,65.0,68.0,4.23410650459726
1/1/2014,All India,0,Not Mentioned,0,Fees Other Expenses To Needy Students,Health Care,Ajanta Pharma Limited,L24230MH1979PLC022059,Public,Other than Govt. Companies,ROC-MUMBAI,Company limited by Shares,Listed,35.0,31.0,3.4657359027997265
1/1/2014,Maharashtra,27,Not Mentioned,0,Renovation Of Dharamshala For Poor Patients,Health Care,Ajanta Pharma Limited,L24230MH1979PLC022059,Public,Other than Govt. Companies,ROC-MUMBAI,Company limited by Shares,Listed,7.0,7.0,2.0794415416798357
1/1/2014,Maharashtra,27,Not Mentioned,0,Waiting Areas In Govt Hospitals,Health Care,Ajanta Pharma Limited,L24230MH1979PLC022059,Public,Other than Govt. Companies,ROC-MUMBAI,Company limited by Shares,Listed,25.0,25.0,3.258096538021482
1/1/2014,Maharashtra,27,Not Mentioned,0,Subsidized Food For Patients Relatives,Health Care,Ajanta Pharma Limited,L24230MH1979PLC022059,Public,Other than Govt. Companies,ROC-MUMBAI,Company limited by Shares,Listed,60.0,56.0,4.04305126783455
1/1/2014,Maharashtra,27,Not Mentioned,0,Vocational Employable Skills Training,Training To Promote Sports,Ajmera Realty & Infra India Limited,L27104MH1985PLC035659,Public,Other than Govt. Companies,ROC-MUMBAI,Company limited by Shares,Listed,14.0,0.0,0.0
1/1/2014,Rajasthan,8,Sikar,114,Promoting Education Including Special Education,Environmental Sustainability,Aksh Optifibre Limited,L24305RJ1986PLC016132,Public,Other than Govt. Companies,ROC-JAIPUR,Company limited by Shares,Listed,0.0,0.0,0.0
1/1/2014,All India,0,Not Mentioned,0,Not Mentioned,Not Mentioned,Aksh Optifibre Limited,L24305RJ1986PLC016132,Public,Other than Govt. Companies,ROC-JAIPUR,Company limited by Shares,Listed,0.0,34.0,3.5553480614894135
1/1/2014,Rajasthan,8,Alwar,87,Ensuring Environmental Sustainability,Art And Culture,Aksh Optifibre Limited,L24305RJ1986PLC016132,Public,Other than Govt. Companies,ROC-JAIPUR,Company limited by Shares,Listed,0.0,0.0,0.0
1/1/2014,Rajasthan,8,Alwar,87,Livelihood Enhancement Projects,Education,Aksh Optifibre Limited,L24305RJ1986PLC016132,Public,Other than Govt. Companies,ROC-JAIPUR,Company limited by Shares,Listed,0.0,0.0,0.0
1/1/2014,Rajasthan,8,Not Mentioned,0,Promoting Education Including Special Education,Gender Equality,Aksh Optifibre Limited,L24305RJ1986PLC016132,Public,Other than Govt. Companies,ROC-JAIPUR,Company limited by Shares,Listed,0.0,0.0,0.0
1/1/2014,All India,0,Not Mentioned,0,X,Animal Welfare,Aksharchem (india ) Limited,L24110GJ1989PLC012441,Public,Other than Govt. Companies,ROC-AHMEDABAD,Company limited by Shares,Listed,0.0,0.0,0.0
1/1/2014,Jammu and Kashmir,1,Not Mentioned,0,Flood Relief Material,Environmental Sustainability,Akzo Nobel India Limited,L24292WB1954PLC021516,Public,Other than Govt. Companies,ROC-KOLKATA,Company limited by Shares,Listed,5.0,5.0,1.791759469228055
1/1/2014,Delhi,7,Not Mentioned,0,Promoting Sports For Underprivileged Children,Training To Promote Sports,Akzo Nobel India Limited,L24292WB1954PLC021516,Public,Other than Govt. Companies,ROC-KOLKATA,Company limited by Shares,Listed,1.0,1.0,0.6931471805599453
1/1/2014,Tamil Nadu,33,Kancheepuram,574,Painting School For Leprosy Students Rising Star Outreach,Education,Akzo Nobel India Limited,L24292WB1954PLC021516,Public,Other than Govt. Companies,ROC-KOLKATA,Company limited by Shares,Listed,7.0,7.0,2.0794415416798357
1/1/2014,Maharashtra,27,Pune,490,Educational Material Distribution,Education,Akzo Nobel India Limited,L24292WB1954PLC021516,Public,Other than Govt. Companies,ROC-KOLKATA,Company limited by Shares,Listed,0.0,0.0,0.0
1/1/2014,Delhi,7,Not Mentioned,0,Child Development Project,Education,Akzo Nobel India Limited,L24292WB1954PLC021516,Public,Other than Govt. Companies,ROC-KOLKATA,Company limited by Shares,Listed,25.0,13.0,2.639057329615259
1/1/2014,Maharashtra,27,Palghar,665,Enhancing School Infrastructure,Education,Akzo Nobel India Limited,L24292WB1954PLC021516,Public,Other than Govt. Companies,ROC-KOLKATA,Company limited by Shares,Listed,1.0,1.0,0.6931471805599453
1/1/2014,Maharashtra,27,Mumbai,482,Infrastructure Support To Mahatma Gandhi Vidayalay,Education,Akzo Nobel India Limited,L24292WB1954PLC021516,Public,Other than Govt. Companies,ROC-KOLKATA,Company limited by Shares,Listed,9.0,9.0,2.302585092994046
1/1/2014,Maharashtra,27,Pune,490,Infrastructure Support To Special Childrens Home,Setting Up Orphanage,Akzo Nobel India Limited,L24292WB1954PLC021516,Public,Other than Govt. Companies,ROC-KOLKATA,Company limited by Shares,Listed,6.0,6.0,1.9459101490553132
1/1/2014,Uttarakhand,5,Not Mentioned,0,Painting Of Advaita Ashram Hospital,Setting Up Orphanage,Akzo Nobel India Limited,L24292WB1954PLC021516,Public,Other than Govt. Companies,ROC-KOLKATA,Company limited by Shares,Listed,1.0,1.0,0.6931471805599453
1/1/2014,Maharashtra,27,Mumbai,482,Support To Orphanage,Setting Up Orphanage,Akzo Nobel India Limited,L24292WB1954PLC021516,Public,Other than Govt. Companies,ROC-KOLKATA,Company limited by Shares,Listed,1.0,1.0,0.6931471805599453
1/1/2014,Rajasthan,8,Not Mentioned,0,Vocational Skill Training,Vocational Skills,Akzo Nobel India Limited,L24292WB1954PLC021516,Public,Other than Govt. Companies,ROC-KOLKATA,Company limited by Shares,Listed,13.0,13.0,2.639057329615259
1/1/2014,Karnataka,29,Bengaluru Rural,526,Educational Tour For School Children,Special Education,Akzo Nobel India Limited,L24292WB1954PLC021516,Public,Other than Govt. Companies,ROC-KOLKATA,Company limited by Shares,Listed,3.0,3.0,1.3862943611198906
1/1/2014,Karnataka,29,Bengaluru Rural,526,Medical Camps,Health Care,Akzo Nobel India Limited,L24292WB1954PLC021516,Public,Other than Govt. Companies,ROC-KOLKATA,Company limited by Shares,Listed,1.0,1.0,0.6931471805599453
1/1/2014,Maharashtra,27,Raigad,491,Community Drinking Water,Health Care,Akzo Nobel India Limited,L24292WB1954PLC021516,Public,Other than Govt. Companies,ROC-KOLKATA,Company limited by Shares,Listed,4.0,4.0,1.6094379124341003
1/1/2014,Karnataka,29,Bengaluru Rural,526,Community Health Clinic,Health Care,Akzo Nobel India Limited,L24292WB1954PLC021516,Public,Other than Govt. Companies,ROC-KOLKATA,Company limited by Shares,Listed,2.0,2.0,1.0986122886681096
1/1/2014,Rajasthan,8,Not Mentioned,0,Painting For Cancer Children Care Center,Health Care,Akzo Nobel India Limited,L24292WB1954PLC021516,Public,Other than Govt. Companies,ROC-KOLKATA,Company limited by Shares,Listed,8.0,8.0,2.1972245773362196
1/1/2014,All India,0,Not Mentioned,0,Not Mentioned,Not Mentioned,Albert David Ltd,L51109WB1938PLC009490,Public,Other than Govt. Companies,ROC-KOLKATA,Company limited by Shares,Listed,0.0,29.0,3.4011973816621555
1/1/2014,All India,0,Not Mentioned,0,Not Mentioned,Not Mentioned,Alembic Pharmaceuticals Limited,L24230GJ2010PLC061123,Public,Other than Govt. Companies,ROC-AHMEDABAD,Company limited by Shares,Listed,0.0,122.0,4.812184355372417
1/1/2014,Maharashtra,27,Not Mentioned,0,Environment Animal Welfare Conservation Of Resources,Environmental Sustainability,Alicon Castalloy Limited,L99999PN1990PLC059487,Public,Other than Govt. Companies,ROC-PUNE,Company limited by Shares,Listed,0.0,0.0,0.0
1/1/2014,Maharashtra,27,Pune,490,Any Other Fund,Not Mentioned,Alicon Castalloy Limited,L99999PN1990PLC059487,Public,Other than Govt. Companies,ROC-PUNE,Company limited by Shares,Listed,1.0,1.0,0.6931471805599453
1/1/2014,All India,0,Not Mentioned,0,Heritage Art And Culture,Art And Culture,Alicon Castalloy Limited,L99999PN1990PLC059487,Public,Other than Govt. Companies,ROC-PUNE,Company limited by Shares,Listed,2.0,2.0,1.0986122886681096
1/1/2014,Maharashtra,27,Nashik,487,Education Differently Abled Livelihood,Education,Alicon Castalloy Limited,L99999PN1990PLC059487,Public,Other than Govt. Companies,ROC-PUNE,Company limited by Shares,Listed,6.0,6.0,1.9459101490553132
1/1/2014,Maharashtra,27,Not Mentioned,0,Education Differently Abled Livelihood,Education,Alicon Castalloy Limited,L99999PN1990PLC059487,Public,Other than Govt. Companies,ROC-PUNE,Company limited by Shares,Listed,2.0,2.0,1.0986122886681096
1/1/2014,Maharashtra,27,Pune,490,Education Differently Abled Livelihood,Livelihood Enhancement Projects,Alicon Castalloy Limited,L99999PN1990PLC059487,Public,Other than Govt. Companies,ROC-PUNE,Company limited by Shares,Listed,2.0,2.0,1.0986122886681096
1/1/2014,Maharashtra,27,Ratnagiri,492,Education Differently Abled Livelihood,Livelihood Enhancement Projects,Alicon Castalloy Limited,L99999PN1990PLC059487,Public,Other than Govt. Companies,ROC-PUNE,Company limited by Shares,Listed,9.0,9.0,2.302585092994046
1/1/2014,Maharashtra,27,Pune,490,Health Eradicating Hunger Poverty And Malnutrition Safe Drinking Water Sanitation,Health Care,Alicon Castalloy Limited,L99999PN1990PLC059487,Public,Other than Govt. Companies,ROC-PUNE,Company limited by Shares,Listed,1.0,1.0,0.6931471805599453
1/1/2014,Maharashtra,27,Not Mentioned,0,Not Mentioned,Environmental Sustainability,Allcargo Logistics Limited,L63010MH2004PLC073508,Public,Other than Govt. Companies,ROC-MUMBAI,Company limited by Shares,Listed,16.0,15.0,2.772588722239781
1/1/2014,All India,0,Not Mentioned,0,Not Mentioned,Education,Allcargo Logistics Limited,L63010MH2004PLC073508,Public,Other than Govt. Companies,ROC-MUMBAI,Company limited by Shares,Listed,35.0,32.0,3.4965075614664802
1/1/2014,All India,0,Not Mentioned,0,Not Mentioned,Education,Allcargo Logistics Limited,L63010MH2004PLC073508,Public,Other than Govt. Companies,ROC-MUMBAI,Company limited by Shares,Listed,109.0,107.0,4.68213122712422
