year,state_name,state_code,district_name,district_code,csr_project_name,development_sector,company_name,cin,company_class,company_type,roc,company_category,listing_status,project_outlay_amount_in_lakhs,amount_spent_in_lakhs,log_amount_spent
1/1/2015,All India,0,Not Mentioned,0,Care Companion Program,Health Care,Narayana Hrudayalaya Limited,L85110KA2000PLC027497,Public,Other than Govt. Companies,ROC-BANGALORE,Company limited by Shares,Listed,2.0,2.0,1.0986122886681096
1/1/2015,All India,0,Not Mentioned,0,EHealth Center,Health Care,Narayana Hrudayalaya Limited,L85110KA2000PLC027497,Public,Other than Govt. Companies,ROC-BANGALORE,Company limited by Shares,Listed,35.0,11.0,2.4849066497880004
1/1/2015,Karnataka,29,Not Mentioned,0,Railway Clinics,Health Care,Narayana Hrudayalaya Limited,L85110KA2000PLC027497,Public,Other than Govt. Companies,ROC-BANGALORE,Company limited by Shares,Listed,13.0,14.0,2.70805020110221
1/1/2015,Karnataka,29,Not Mentioned,0,Mobile Mammography Screening,Health Care,Narayana Hrudayalaya Limited,L85110KA2000PLC027497,Public,Other than Govt. Companies,ROC-BANGALORE,Company limited by Shares,Listed,9.0,24.0,3.2188758248682006
1/1/2015,Uttar Pradesh,9,Not Mentioned,0,Rajiv Gandhi Arogyayojana Ray,Health Care,Narayana Hrudayalaya Limited,L85110KA2000PLC027497,Public,Other than Govt. Companies,ROC-BANGALORE,Company limited by Shares,Listed,43.0,45.0,3.828641396489095
1/1/2015,Madhya Pradesh,23,Jabalpur,411,Tree Plantation And Maintainance,Environmental Sustainability,Narmada Gelatines Limited,L24111MP1961PLC016023,Public,Other than Govt. Companies,ROC-GWALIOR,Company limited by Shares,Listed,7.0,10.0,2.3978952727983707
1/1/2015,Madhya Pradesh,23,Jabalpur,411,Education Scholarship,Education,Narmada Gelatines Limited,L24111MP1961PLC016023,Public,Other than Govt. Companies,ROC-GWALIOR,Company limited by Shares,Listed,25.0,26.0,3.295836866004329
1/1/2015,Madhya Pradesh,23,Jabalpur,411,Financial Assistance To Orphanage,"Poverty, Eradicating Hunger, Malnutrition",Narmada Gelatines Limited,L24111MP1961PLC016023,Public,Other than Govt. Companies,ROC-GWALIOR,Company limited by Shares,Listed,2.0,2.0,1.0986122886681096
1/1/2015,Madhya Pradesh,23,Jabalpur,411,Assistanc Efor Promotion Of Women Enterpreneurship,Women Empowerment,Narmada Gelatines Limited,L24111MP1961PLC016023,Public,Other than Govt. Companies,ROC-GWALIOR,Company limited by Shares,Listed,1.0,1.0,0.6931471805599453
1/1/2015,Madhya Pradesh,23,Jabalpur,411,Donation For Promoting Artistic And Cultural Programmes,Vocational Skills,Narmada Gelatines Limited,L24111MP1961PLC016023,Public,Other than Govt. Companies,ROC-GWALIOR,Company limited by Shares,Listed,3.0,1.0,0.6931471805599453
1/1/2015,Madhya Pradesh,23,Jabalpur,411,Providing Safe Drinking Water To Community,Health Care,Narmada Gelatines Limited,L24111MP1961PLC016023,Public,Other than Govt. Companies,ROC-GWALIOR,Company limited by Shares,Listed,8.0,5.0,1.791759469228055
1/1/2015,Madhya Pradesh,23,Jabalpur,411,Medical And Health Camps,Health Care,Narmada Gelatines Limited,L24111MP1961PLC016023,Public,Other than Govt. Companies,ROC-GWALIOR,Company limited by Shares,Listed,5.0,1.0,0.6931471805599453
1/1/2015,All India,0,Not Mentioned,0,Not Mentioned,Not Mentioned,Natco Pharma Limited,L24230TG1981PLC003201,Public,Other than Govt. Companies,ROC-HYDERABAD,Company limited by Shares,Listed,0.0,0.0,0.0
1/1/2015,Telangana,36,Not Mentioned,0,Natco Trust Managed School A Natco High School,Education,Natco Pharma Limited,L24230TG1981PLC003201,Public,Other than Govt. Companies,ROC-HYDERABAD,Company limited by Shares,Listed,0.0,0.0,0.0
1/1/2015,Telangana,36,Not Mentioned,0,Tuition Centre,Education,Natco Pharma Limited,L24230TG1981PLC003201,Public,Other than Govt. Companies,ROC-HYDERABAD,Company limited by Shares,Listed,0.0,0.0,0.0
1/1/2015,Andhra Pradesh,28,Guntur,506,Natco Trust Managedschool B Natco School Oflearning,Education,Natco Pharma Limited,L24230TG1981PLC003201,Public,Other than Govt. Companies,ROC-HYDERABAD,Company limited by Shares,Listed,0.0,0.0,0.0
1/1/2015,Telangana,36,Not Mentioned,0,Sports For Development Project,Education,Natco Pharma Limited,L24230TG1981PLC003201,Public,Other than Govt. Companies,ROC-HYDERABAD,Company limited by Shares,Listed,0.0,0.0,0.0
1/1/2015,Telangana,36,Not Mentioned,0,Natco Career Counselling And Guidance Centre,Livelihood Enhancement Projects,Natco Pharma Limited,L24230TG1981PLC003201,Public,Other than Govt. Companies,ROC-HYDERABAD,Company limited by Shares,Listed,0.0,0.0,0.0
1/1/2015,Telangana,36,Not Mentioned,0,Nutrition Centre,Health Care,Natco Pharma Limited,L24230TG1981PLC003201,Public,Other than Govt. Companies,ROC-HYDERABAD,Company limited by Shares,Listed,0.0,0.0,0.0
1/1/2015,Telangana,36,Not Mentioned,0,Patient Counselling,Health Care,Natco Pharma Limited,L24230TG1981PLC003201,Public,Other than Govt. Companies,ROC-HYDERABAD,Company limited by Shares,Listed,0.0,0.0,0.0
1/1/2015,Telangana,36,Not Mentioned,0,Natco Mobile Health Clinics,Health Care,Natco Pharma Limited,L24230TG1981PLC003201,Public,Other than Govt. Companies,ROC-HYDERABAD,Company limited by Shares,Listed,0.0,0.0,0.0
1/1/2015,Odisha,21,Not Mentioned,0,Ensuring Environmental Sustainability Ecological Balance Through Plantation,Environmental Sustainability,National Aluminium Co Ltd,L27203OR1981GOI000920,Public,Govt. Companies,ROC-CUTTAK,Company limited by Shares,Listed,166.3,106.0,4.672828834461906
1/1/2015,Odisha,21,Not Mentioned,0,Contribution To The Prime Ministers Relief FundCentral Govt Fund For SocioEconomic DevelopmentWe,Prime Minister'S National Relief Fund,National Aluminium Co Ltd,L27203OR1981GOI000920,Public,Govt. Companies,ROC-CUTTAK,Company limited by Shares,Listed,0.0,0.0,0.0
1/1/2015,Odisha,21,Not Mentioned,0,Rural Development Activities In Periphery Villages And Other Areas,Rural Development Projects,National Aluminium Co Ltd,L27203OR1981GOI000920,Public,Govt. Companies,ROC-CUTTAK,Company limited by Shares,Listed,166.3,122.0,4.812184355372417
1/1/2015,Odisha,21,Not Mentioned,0,Promoting Safe Drinking Water To Periphery Villages Of Plants And During Nabakalebar At Puri,Safe Drinking Water,National Aluminium Co Ltd,L27203OR1981GOI000920,Public,Govt. Companies,ROC-CUTTAK,Company limited by Shares,Listed,92.0,71.0,4.276666119016055
1/1/2015,Odisha,21,Koraput,363,Contribution Towards Protection Of National Heritage And Culture And Development Of Traditional Arts,Art And Culture,National Aluminium Co Ltd,L27203OR1981GOI000920,Public,Govt. Companies,ROC-CUTTAK,Company limited by Shares,Listed,10.0,10.0,2.3978952727983707
1/1/2015,Odisha,21,Angul,344,Assistance To Adruta Childern Home For Orphans,Setting Up Homes And Hostels For Women,National Aluminium Co Ltd,L27203OR1981GOI000920,Public,Govt. Companies,ROC-CUTTAK,Company limited by Shares,Listed,55.0,55.0,4.02535169073515
1/1/2015,Odisha,21,Not Mentioned,0,Promoting Education Sponsoring Formal Education Of Tribal Childern In Reputed Residential Schools,Education,National Aluminium Co Ltd,L27203OR1981GOI000920,Public,Govt. Companies,ROC-CUTTAK,Company limited by Shares,Listed,166.3,122.0,4.812184355372417
1/1/2015,Odisha,21,Not Mentioned,0,Providing Employment Enhancing Training To Persons With Disabilities Pwds Students For The Livelih,Livelihood Enhancement Projects,National Aluminium Co Ltd,L27203OR1981GOI000920,Public,Govt. Companies,ROC-CUTTAK,Company limited by Shares,Listed,0.0,0.0,0.0
1/1/2015,Odisha,21,Not Mentioned,0,Health Outreach Programme Mobile Medical Units Diagnostic  Awareness Building Through Information,Health Care,National Aluminium Co Ltd,L27203OR1981GOI000920,Public,Govt. Companies,ROC-CUTTAK,Company limited by Shares,Listed,165.0,58.0,4.07753744390572
1/1/2015,Odisha,21,Not Mentioned,0,Construction Of Toilets Under Swachh Vidyalaya Abhiyan  Other Purpose,Health Care,National Aluminium Co Ltd,L27203OR1981GOI000920,Public,Govt. Companies,ROC-CUTTAK,Company limited by Shares,Listed,166.3,122.0,4.812184355372417
1/1/2015,Punjab,3,Not Mentioned,0,Soil Testing  Soil Health,Environmental Sustainability,National Fertilizers Limited,L74899DL1974GOI007417,Public,Govt. Companies,ROC-DELHI,Company limited by Shares,Listed,0.0,0.0,0.0
1/1/2015,Uttar Pradesh,9,Not Mentioned,0,Rural Development Project,Rural Development Projects,National Fertilizers Limited,L74899DL1974GOI007417,Public,Govt. Companies,ROC-DELHI,Company limited by Shares,Listed,12.0,10.0,2.3978952727983707
1/1/2015,Tamil Nadu,33,Chennai,568,Relief Work In Chennai Floods,Livelihood Enhancement Projects,National Fertilizers Limited,L74899DL1974GOI007417,Public,Govt. Companies,ROC-DELHI,Company limited by Shares,Listed,10.0,4.0,1.6094379124341003
1/1/2015,Punjab,3,Not Mentioned,0,Two Skill Development Programmes In The Trade Of Beauty Culture And TieDye Hand Embroidery  Fabri,Livelihood Enhancement Projects,National Fertilizers Limited,L74899DL1974GOI007417,Public,Govt. Companies,ROC-DELHI,Company limited by Shares,Listed,5.0,1.0,0.6931471805599453
1/1/2015,Uttar Pradesh,9,Not Mentioned,0,Distribution Of Artificial Limbs Aids And Devices To Disabled Persons,Health Care,National Fertilizers Limited,L74899DL1974GOI007417,Public,Govt. Companies,ROC-DELHI,Company limited by Shares,Listed,50.0,13.0,2.639057329615259
1/1/2015,Punjab,3,Not Mentioned,0,Construction Of Toilets In Schools,Health Care,National Fertilizers Limited,L74899DL1974GOI007417,Public,Govt. Companies,ROC-DELHI,Company limited by Shares,Listed,9.0,1.0,0.6931471805599453
1/1/2015,Punjab,3,Not Mentioned,0,Construction Of  Toilets For Girls In Schools,Health Care,National Fertilizers Limited,L74899DL1974GOI007417,Public,Govt. Companies,ROC-DELHI,Company limited by Shares,Listed,60.0,51.0,3.9512437185814275
1/1/2015,Madhya Pradesh,23,Not Mentioned,0,Construction Of  Toilets For Girls In Schools,Health Care,National Fertilizers Limited,L74899DL1974GOI007417,Public,Govt. Companies,ROC-DELHI,Company limited by Shares,Listed,41.0,25.0,3.258096538021482
1/1/2015,Haryana,6,Not Mentioned,0,Construction Of Toilets In Schools,Health Care,National Fertilizers Limited,L74899DL1974GOI007417,Public,Govt. Companies,ROC-DELHI,Company limited by Shares,Listed,39.0,20.0,3.044522437723423
1/1/2015,Telangana,36,Khammam,509,Training Farmers On Maintain Quality Soil,Environmental Sustainability,Nava Bharat Ventures Limited,L27101TG1972PLC001549,Public,Other than Govt. Companies,ROC-HYDERABAD,Company limited by Shares,Listed,3.0,3.0,1.3862943611198906
1/1/2015,Odisha,21,Dhenkanal,352,Plantation Of Medicinal Plants,Environmental Sustainability,Nava Bharat Ventures Limited,L27101TG1972PLC001549,Public,Other than Govt. Companies,ROC-HYDERABAD,Company limited by Shares,Listed,2.0,2.0,1.0986122886681096
1/1/2015,Andhra Pradesh,28,East Godavari,505,Construction Of Culverts At Samalkot,Rural Development Projects,Nava Bharat Ventures Limited,L27101TG1972PLC001549,Public,Other than Govt. Companies,ROC-HYDERABAD,Company limited by Shares,Listed,4.0,4.0,1.6094379124341003
1/1/2015,Telangana,36,Khammam,509,Laying BT Roads,Rural Development Projects,Nava Bharat Ventures Limited,L27101TG1972PLC001549,Public,Other than Govt. Companies,ROC-HYDERABAD,Company limited by Shares,Listed,5.0,5.0,1.791759469228055
1/1/2015,Telangana,36,Khammam,509,Safe Drinking Water Plants Near Paloncha,Safe Drinking Water,Nava Bharat Ventures Limited,L27101TG1972PLC001549,Public,Other than Govt. Companies,ROC-HYDERABAD,Company limited by Shares,Listed,0.0,0.0,0.0
1/1/2015,Telangana,36,Khammam,509,Safe Drinking Water Plants Near Paloncha,Safe Drinking Water,Nava Bharat Ventures Limited,L27101TG1972PLC001549,Public,Other than Govt. Companies,ROC-HYDERABAD,Company limited by Shares,Listed,36.0,36.0,3.6109179126442243
1/1/2015,Telangana,36,Khammam,509,Safe Drinking Water Plants,Safe Drinking Water,Nava Bharat Ventures Limited,L27101TG1972PLC001549,Public,Other than Govt. Companies,ROC-HYDERABAD,Company limited by Shares,Listed,6.0,6.0,1.9459101490553132
1/1/2015,Telangana,36,Khammam,509,Laying BT Roads,Slum Area Development,Nava Bharat Ventures Limited,L27101TG1972PLC001549,Public,Other than Govt. Companies,ROC-HYDERABAD,Company limited by Shares,Listed,34.0,34.0,3.5553480614894135
1/1/2015,Odisha,21,Dhenkanal,352,Office Rooms In Brahmani Public School,Education,Nava Bharat Ventures Limited,L27101TG1972PLC001549,Public,Other than Govt. Companies,ROC-HYDERABAD,Company limited by Shares,Listed,7.0,7.0,2.0794415416798357
1/1/2015,Odisha,21,Dhenkanal,352,GrantInAid To Brahmani Public School,Education,Nava Bharat Ventures Limited,L27101TG1972PLC001549,Public,Other than Govt. Companies,ROC-HYDERABAD,Company limited by Shares,Listed,6.0,6.0,1.9459101490553132
1/1/2015,Odisha,21,Dhenkanal,352,Childrens Park At Brahmani Public School,Education,Nava Bharat Ventures Limited,L27101TG1972PLC001549,Public,Other than Govt. Companies,ROC-HYDERABAD,Company limited by Shares,Listed,2.0,2.0,1.0986122886681096
1/1/2015,Odisha,21,Dhenkanal,352,Boundary Wall At Charadagadia Up School,Education,Nava Bharat Ventures Limited,L27101TG1972PLC001549,Public,Other than Govt. Companies,ROC-HYDERABAD,Company limited by Shares,Listed,1.0,1.0,0.6931471805599453
1/1/2015,Odisha,21,Dhenkanal,352,Painting Of Building At Brahmani Public School,Education,Nava Bharat Ventures Limited,L27101TG1972PLC001549,Public,Other than Govt. Companies,ROC-HYDERABAD,Company limited by Shares,Listed,1.0,1.0,0.6931471805599453
1/1/2015,Telangana,36,Khammam,509,Nava Bharat High School,Education,Nava Bharat Ventures Limited,L27101TG1972PLC001549,Public,Other than Govt. Companies,ROC-HYDERABAD,Company limited by Shares,Listed,18.0,20.0,3.044522437723423
1/1/2015,Telangana,36,Khammam,509,Furniture For School Students At Paloncha,Education,Nava Bharat Ventures Limited,L27101TG1972PLC001549,Public,Other than Govt. Companies,ROC-HYDERABAD,Company limited by Shares,Listed,10.0,10.0,2.3978952727983707
1/1/2015,Telangana,36,Khammam,509,Computer Faculty In Govt Schools,Education,Nava Bharat Ventures Limited,L27101TG1972PLC001549,Public,Other than Govt. Companies,ROC-HYDERABAD,Company limited by Shares,Listed,6.0,7.0,2.0794415416798357
1/1/2015,Telangana,36,Khammam,509,Supplementary Spoken English Programe,Education,Nava Bharat Ventures Limited,L27101TG1972PLC001549,Public,Other than Govt. Companies,ROC-HYDERABAD,Company limited by Shares,Listed,4.0,4.0,1.6094379124341003
1/1/2015,Telangana,36,Khammam,509,Mobile Science Laboratory For Govt Schools In Kothagudem,Education,Nava Bharat Ventures Limited,L27101TG1972PLC001549,Public,Other than Govt. Companies,ROC-HYDERABAD,Company limited by Shares,Listed,3.0,3.0,1.3862943611198906
1/1/2015,Telangana,36,Khammam,509,Free Tutorials For Economically Students In Govt School,Education,Nava Bharat Ventures Limited,L27101TG1972PLC001549,Public,Other than Govt. Companies,ROC-HYDERABAD,Company limited by Shares,Listed,3.0,3.0,1.3862943611198906
1/1/2015,Telangana,36,Khammam,509,Nutritious Food To Students,Education,Nava Bharat Ventures Limited,L27101TG1972PLC001549,Public,Other than Govt. Companies,ROC-HYDERABAD,Company limited by Shares,Listed,2.0,2.0,1.0986122886681096
1/1/2015,Telangana,36,Khammam,509,Vocational Employment Centre For Women At Paloncha,Women Empowerment,Nava Bharat Ventures Limited,L27101TG1972PLC001549,Public,Other than Govt. Companies,ROC-HYDERABAD,Company limited by Shares,Listed,1.0,1.0,0.6931471805599453
1/1/2015,Telangana,36,Khammam,509,Vocational SkilldevelopmentSanitary Napkin Paloncha,Women Empowerment,Nava Bharat Ventures Limited,L27101TG1972PLC001549,Public,Other than Govt. Companies,ROC-HYDERABAD,Company limited by Shares,Listed,0.0,0.0,0.0
1/1/2015,Andhra Pradesh,28,East Godavari,505,Entrepreneurieal Development Of Women At Samalkot,Women Empowerment,Nava Bharat Ventures Limited,L27101TG1972PLC001549,Public,Other than Govt. Companies,ROC-HYDERABAD,Company limited by Shares,Listed,4.0,3.0,1.3862943611198906
1/1/2015,Telangana,36,Khammam,509,Vocational SkilldevelopmentSanitary Napkin Paloncha,Women Empowerment,Nava Bharat Ventures Limited,L27101TG1972PLC001549,Public,Other than Govt. Companies,ROC-HYDERABAD,Company limited by Shares,Listed,3.0,4.0,1.6094379124341003
1/1/2015,Telangana,36,Khammam,509,Construction Of Women Empowerment Center At Paloncha,Women Empowerment,Nava Bharat Ventures Limited,L27101TG1972PLC001549,Public,Other than Govt. Companies,ROC-HYDERABAD,Company limited by Shares,Listed,97.0,104.0,4.653960350157523
1/1/2015,Telangana,36,Khammam,509,Vocational Employment Centre For Women At Paloncha,Women Empowerment,Nava Bharat Ventures Limited,L27101TG1972PLC001549,Public,Other than Govt. Companies,ROC-HYDERABAD,Company limited by Shares,Listed,2.0,3.0,1.3862943611198906
1/1/2015,Odisha,21,Dhenkanal,352,Toilets At Brahmani Public School,Sanitation,Nava Bharat Ventures Limited,L27101TG1972PLC001549,Public,Other than Govt. Companies,ROC-HYDERABAD,Company limited by Shares,Listed,7.0,7.0,2.0794415416798357
1/1/2015,Odisha,21,Dhenkanal,352,Construction Of Girls Toilet,Sanitation,Nava Bharat Ventures Limited,L27101TG1972PLC001549,Public,Other than Govt. Companies,ROC-HYDERABAD,Company limited by Shares,Listed,3.0,2.0,1.0986122886681096
1/1/2015,Andhra Pradesh,28,East Godavari,505,Construction Of Drains At Samalkot,Sanitation,Nava Bharat Ventures Limited,L27101TG1972PLC001549,Public,Other than Govt. Companies,ROC-HYDERABAD,Company limited by Shares,Listed,8.0,8.0,2.1972245773362196
1/1/2015,Telangana,36,Khammam,509,Providing Sanitation Implements To Paloncha,Sanitation,Nava Bharat Ventures Limited,L27101TG1972PLC001549,Public,Other than Govt. Companies,ROC-HYDERABAD,Company limited by Shares,Listed,0.0,0.0,0.0
1/1/2015,Telangana,36,Khammam,509,Toilet At Kothagudem,Sanitation,Nava Bharat Ventures Limited,L27101TG1972PLC001549,Public,Other than Govt. Companies,ROC-HYDERABAD,Company limited by Shares,Listed,1.0,1.0,0.6931471805599453
1/1/2015,Andhra Pradesh,28,East Godavari,505,Construction Of Toilets At Community Health Center At Prathipadu,Sanitation,Nava Bharat Ventures Limited,L27101TG1972PLC001549,Public,Other than Govt. Companies,ROC-HYDERABAD,Company limited by Shares,Listed,2.0,3.0,1.3862943611198906
1/1/2015,Andhra Pradesh,28,East Godavari,505,Construction Of Amenity Centre At Samalkot,Sanitation,Nava Bharat Ventures Limited,L27101TG1972PLC001549,Public,Other than Govt. Companies,ROC-HYDERABAD,Company limited by Shares,Listed,2.0,2.0,1.0986122886681096
1/1/2015,Telangana,36,Khammam,509,Construction Of Drains At Paloncha,Sanitation,Nava Bharat Ventures Limited,L27101TG1972PLC001549,Public,Other than Govt. Companies,ROC-HYDERABAD,Company limited by Shares,Listed,9.0,9.0,2.302585092994046
1/1/2015,Telangana,36,Khammam,509,Toilets At Government Schools At Paloncha,Sanitation,Nava Bharat Ventures Limited,L27101TG1972PLC001549,Public,Other than Govt. Companies,ROC-HYDERABAD,Company limited by Shares,Listed,10.0,11.0,2.4849066497880004
1/1/2015,Telangana,36,Khammam,509,Nava Bharatvocationalinstitute Nbvi Atpaloncha New Trades,Vocational Skills,Nava Bharat Ventures Limited,L27101TG1972PLC001549,Public,Other than Govt. Companies,ROC-HYDERABAD,Company limited by Shares,Listed,12.0,12.0,2.5649493574615367
1/1/2015,Telangana,36,Khammam,509,Nava Bharat Vocational Institute At Paloncha,Vocational Skills,Nava Bharat Ventures Limited,L27101TG1972PLC001549,Public,Other than Govt. Companies,ROC-HYDERABAD,Company limited by Shares,Listed,66.0,67.0,4.219507705176107
1/1/2015,Andhra Pradesh,28,East Godavari,505,Developing Vocational Skills At Samalkot,Vocational Skills,Nava Bharat Ventures Limited,L27101TG1972PLC001549,Public,Other than Govt. Companies,ROC-HYDERABAD,Company limited by Shares,Listed,4.0,3.0,1.3862943611198906
1/1/2015,Telangana,36,Khammam,509,Construction Of New Building At Nava Bharat Vocational Institute,Vocational Skills,Nava Bharat Ventures Limited,L27101TG1972PLC001549,Public,Other than Govt. Companies,ROC-HYDERABAD,Company limited by Shares,Listed,5.0,5.0,1.791759469228055
1/1/2015,Telangana,36,Khammam,509,Health Campaign At Paloncha,Health Care,Nava Bharat Ventures Limited,L27101TG1972PLC001549,Public,Other than Govt. Companies,ROC-HYDERABAD,Company limited by Shares,Listed,6.0,6.0,1.9459101490553132
1/1/2015,Telangana,36,Khammam,509,Primary Health Center At Nbec Paloncha,Health Care,Nava Bharat Ventures Limited,L27101TG1972PLC001549,Public,Other than Govt. Companies,ROC-HYDERABAD,Company limited by Shares,Listed,6.0,6.0,1.9459101490553132
1/1/2015,Andhra Pradesh,28,Krishna,510,Primary Health Center At Bhatlapenumarru,Health Care,Nava Bharat Ventures Limited,L27101TG1972PLC001549,Public,Other than Govt. Companies,ROC-HYDERABAD,Company limited by Shares,Listed,18.0,19.0,2.995732273553991
1/1/2015,Odisha,21,Dhenkanal,352,Specialised Medical Camps,Health Care,Nava Bharat Ventures Limited,L27101TG1972PLC001549,Public,Other than Govt. Companies,ROC-HYDERABAD,Company limited by Shares,Listed,4.0,4.0,1.6094379124341003
1/1/2015,Gujarat,24,Dahod,445,Water Resources Development Projects Construction Of Community Check Dam Projects Construction Of C,Rural Development Projects,Navin Fluorine International Limited,L24110MH1998PLC115499,Public,Other than Govt. Companies,ROC-MUMBAI,Company limited by Shares,Listed,20.0,20.0,3.044522437723423
1/1/2015,Gujarat,24,Not Mentioned,0,Dormitory Renovation At Ashram Sada School,Setting Up Homes And Hostels For Women,Navin Fluorine International Limited,L24110MH1998PLC115499,Public,Other than Govt. Companies,ROC-MUMBAI,Company limited by Shares,Listed,6.0,6.0,1.9459101490553132
1/1/2015,Gujarat,24,Not Mentioned,0,Pathshala Pravesh Mahotsav,Education,Navin Fluorine International Limited,L24110MH1998PLC115499,Public,Other than Govt. Companies,ROC-MUMBAI,Company limited by Shares,Listed,0.0,0.0,0.0
1/1/2015,Gujarat,24,Prayagraj,438,Elementary Education Of Slum Children,Education,Navin Fluorine International Limited,L24110MH1998PLC115499,Public,Other than Govt. Companies,ROC-MUMBAI,Company limited by Shares,Listed,20.0,20.0,3.044522437723423
1/1/2015,Maharashtra,27,Not Mentioned,0,Providing Food At Old Age Homes,"Poverty, Eradicating Hunger, Malnutrition",Navin Fluorine International Limited,L24110MH1998PLC115499,Public,Other than Govt. Companies,ROC-MUMBAI,Company limited by Shares,Listed,1.0,1.0,0.6931471805599453
1/1/2015,Gujarat,24,Not Mentioned,0,Providing Breakfast For Tribals At Ashram Sada School,"Poverty, Eradicating Hunger, Malnutrition",Navin Fluorine International Limited,L24110MH1998PLC115499,Public,Other than Govt. Companies,ROC-MUMBAI,Company limited by Shares,Listed,4.0,4.0,1.6094379124341003
1/1/2015,Odisha,21,Not Mentioned,0,Providing Shelter For Orphan Children,Setting Up Orphanage,Navin Fluorine International Limited,L24110MH1998PLC115499,Public,Other than Govt. Companies,ROC-MUMBAI,Company limited by Shares,Listed,10.0,10.0,2.3978952727983707
1/1/2015,Gujarat,24,Surat,459,Animal Welfare  Bird Rescue And Rehabilitation During The Festival Of Uttarayan,Animal Welfare,Navin Fluorine International Limited,L24110MH1998PLC115499,Public,Other than Govt. Companies,ROC-MUMBAI,Company limited by Shares,Listed,0.0,0.0,0.0
1/1/2015,Gujarat,24,Surat,459,Animal Welfare  Rescue Of Injured Birds And Reptiles And Breeding Deer And Releasi,Animal Welfare,Navin Fluorine International Limited,L24110MH1998PLC115499,Public,Other than Govt. Companies,ROC-MUMBAI,Company limited by Shares,Listed,0.0,0.0,0.0
1/1/2015,Uttarakhand,5,Rudra Prayag,54,Sustainable Development Project For Livelihood,Livelihood Enhancement Projects,Navin Fluorine International Limited,L24110MH1998PLC115499,Public,Other than Govt. Companies,ROC-MUMBAI,Company limited by Shares,Listed,15.0,15.0,2.772588722239781
1/1/2015,All India,0,Not Mentioned,0,Chief Ministers Relief Fund For Nepal Earthquake Victims,Other Central Government Funds,Navin Fluorine International Limited,L24110MH1998PLC115499,Public,Other than Govt. Companies,ROC-MUMBAI,Company limited by Shares,Listed,0.0,0.0,0.0
1/1/2015,Gujarat,24,Not Mentioned,0,Building And Handing Over Of Toilets For Under Privileged In Rural Area,Sanitation,Navin Fluorine International Limited,L24110MH1998PLC115499,Public,Other than Govt. Companies,ROC-MUMBAI,Company limited by Shares,Listed,12.0,12.0,2.5649493574615367
1/1/2015,Madhya Pradesh,23,Dewas,402,Mobile Health Services In Villages For Medical Care Including Routine CheckUp And Medicines,Health Care,Navin Fluorine International Limited,L24110MH1998PLC115499,Public,Other than Govt. Companies,ROC-MUMBAI,Company limited by Shares,Listed,7.0,7.0,2.0794415416798357
1/1/2015,Gujarat,24,Not Mentioned,0,Eye Care,Health Care,Navin Fluorine International Limited,L24110MH1998PLC115499,Public,Other than Govt. Companies,ROC-MUMBAI,Company limited by Shares,Listed,1.0,1.0,0.6931471805599453
1/1/2015,Gujarat,24,Surat,459,Mobile Health Services In Villages For Medical Care Including Routine CheckUp And Medicines,Health Care,Navin Fluorine International Limited,L24110MH1998PLC115499,Public,Other than Govt. Companies,ROC-MUMBAI,Company limited by Shares,Listed,18.0,18.0,2.9444389791664403
1/1/2015,Maharashtra,27,Not Mentioned,0,Medical Treatment Support For Poor,Health Care,Navin Fluorine International Limited,L24110MH1998PLC115499,Public,Other than Govt. Companies,ROC-MUMBAI,Company limited by Shares,Listed,20.0,20.0,3.044522437723423
1/1/2015,Maharashtra,27,Not Mentioned,0,Eye Care For Poor People,Health Care,Navin Fluorine International Limited,L24110MH1998PLC115499,Public,Other than Govt. Companies,ROC-MUMBAI,Company limited by Shares,Listed,30.0,30.0,3.4339872044851463
1/1/2015,Madhya Pradesh,23,Not Mentioned,0,Expansion Of Eye Care Services By Adding  Modular Operation Theatres,Health Care,Navin Fluorine International Limited,L24110MH1998PLC115499,Public,Other than Govt. Companies,ROC-MUMBAI,Company limited by Shares,Listed,30.0,30.0,3.4339872044851463
1/1/2015,Gujarat,24,Kachchh,449,Old Age Home And Facilities For Senior Citizens,Senior Citizens Welfare,Navneet Education Limited,L22200MH1984PLC034055,Public,Other than Govt. Companies,ROC-MUMBAI,Company limited by Shares,Listed,21.0,21.0,3.091042453358316
1/1/2015,Maharashtra,27,Not Mentioned,0,Promotion Of Local  Nationally Recognised Sports Thorugh Sports Competitions,Training To Promote Sports,Navneet Education Limited,L22200MH1984PLC034055,Public,Other than Govt. Companies,ROC-MUMBAI,Company limited by Shares,Listed,27.0,27.0,3.332204510175204
1/1/2015,Maharashtra,27,Not Mentioned,0,Tribal Development Projects,Socio-Economic Inequalities,Navneet Education Limited,L22200MH1984PLC034055,Public,Other than Govt. Companies,ROC-MUMBAI,Company limited by Shares,Listed,13.0,13.0,2.639057329615259
1/1/2015,Gujarat,24,Not Mentioned,0,Educational Support To Deserving Students,Education,Navneet Education Limited,L22200MH1984PLC034055,Public,Other than Govt. Companies,ROC-MUMBAI,Company limited by Shares,Listed,71.0,71.0,4.276666119016055
1/1/2015,Gujarat,24,Kachchh,449,Support To Animal Shelters For Protection  Upkeep Of Animal Life,Animal Welfare,Navneet Education Limited,L22200MH1984PLC034055,Public,Other than Govt. Companies,ROC-MUMBAI,Company limited by Shares,Listed,3.0,3.0,1.3862943611198906
